filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
00030.jpg,921.7952,239.32785,903.58923,466.29688,928.8044,694.1712,937.6142,945.9467,809.49524,296.96243,814.5845,392.22787,804.82935,476.15817,804.60254,716.1047,811.9605,831.2623,818.8152,912.79504,522.4577,608.95557,371.28687,434.62772,347.62653,604.9543,384.87933,773.54156
00031.jpg,17.534365,44.81531,45.588764,33.5629,74.63273,25.701082,92.971664,24.817307,23.536922,51.28206,34.511543,50.14181,47.223724,47.163864,74.57734,39.873226,79.29248,38.064724,88.49883,35.37354,80.595924,62.160793,57.463207,91.83026,79.28329,86.915405,89.583725,83.13617
00032.jpg,44.217583,21.575773,74.01918,22.311707,98.84017,32.136494,111.9799,43.343304,42.903236,32.590073,55.51531,35.71505,70.0074,40.044033,96.26214,50.15468,97.76244,53.45117,105.435844,54.601093,90.35474,69.61656,59.46774,90.48477,77.53,95.18416,88.63142,97.44669
00033.jpg,625.02045,117.23919,876.4136,322.58426,1126.7065,512.96924,1407.6471,712.225,591.1073,272.01205,668.8793,333.0535,763.6387,424.2563,1026.7972,611.47015,1143.123,669.16516,1248.0076,753.73004,684.4781,748.7963,377.71524,830.7636,523.98566,972.2977,719.6289,1096.1469
00034.jpg,15.230495,33.08546,34.435863,28.736404,53.173805,21.324406,74.23134,14.830455,21.555948,40.646103,28.52727,38.71485,36.199265,38.240597,57.25313,31.40891,65.64774,27.091278,74.41639,24.368021,50.685574,59.639828,46.476006,78.48488,58.46155,77.00086,72.47888,69.073494
00035.jpg,17.528328,32.279644,38.97565,26.887241,58.3347,22.428324,81.99342,16.133272,25.537708,39.344173,33.102886,36.255703,41.931774,37.32018,64.90462,32.539864,72.74898,28.64656,80.092636,28.21115,55.87348,62.352463,48.11334,81.53308,61.752956,80.69658,75.33261,73.63043
00036.jpg,49.865353,81.53551,133.48647,69.096924,199.51584,73.90498,256.06738,72.0459,72.31275,100.32244,95.289764,104.420364,127.75743,104.96146,201.73601,113.73125,214.21428,104.938225,234.45384,103.46598,187.3631,180.14581,130.78528,241.14632,179.78052,249.86742,206.6234,236.76523
00037.jpg,16.198902,32.905167,35.999016,28.566854,55.114582,22.053278,77.177444,15.484535,22.957224,40.832546,30.460957,38.55556,37.9397,38.590076,59.4392,32.166092,68.06841,28.131521,76.71524,25.685223,51.307083,59.978745,46.808937,79.42476,59.23014,77.74391,74.21534,70.206276
00038.jpg,18.971375,32.894115,39.450813,27.87276,58.64649,23.377144,82.196,17.008654,26.470222,39.488132,33.134617,38.016037,41.614056,38.413666,65.48482,33.737873,73.0059,29.273577,79.75023,28.675066,56.383522,63.47915,48.295998,82.96374,60.908253,82.16904,75.37376,74.50716
00039.jpg,18.843996,69.10196,38.14997,54.042778,61.810017,36.27862,82.56028,22.502542,26.865046,73.617615,37.864323,67.84208,47.481915,65.379616,72.03617,43.926468,80.92258,40.522022,88.935555,34.503643,78.569466,79.29883,79.52908,100.93214,93.04365,93.02724,107.490845,75.0668
00040.jpg,88.81968,337.42224,86.014755,248.99141,84.35861,163.96135,88.67482,79.032005,131.70195,320.22766,126.62078,281.85666,131.79115,252.24959,140.96922,170.28659,132.41995,135.15971,127.225685,107.05857,225.97505,202.23354,281.87924,262.05765,288.7161,195.82372,275.14502,152.91205
00041.jpg,32.071167,70.62861,85.27249,59.452892,129.31593,48.2316,175.45384,36.404568,47.482002,85.59107,64.579636,78.82495,88.411125,80.78083,131.63986,69.38954,145.70294,60.261208,165.4623,57.881012,128.71402,117.08081,98.42128,169.22621,132.0343,159.9039,155.62946,154.18863
00042.jpg,386.75946,190.73134,584.10065,274.42053,814.9901,350.0906,1098.1797,435.3187,405.40494,300.76633,492.88007,322.92612,528.81354,363.22806,802.9732,436.67624,921.0645,443.83154,1007.2631,481.2224,541.6659,677.68146,337.99292,758.59283,510.5875,856.53876,764.1292,856.34906
00043.jpg,111.45567,76.76629,201.30687,87.492,283.9744,102.857475,354.2191,111.4644,122.372086,114.71687,155.06125,121.446205,193.7924,124.806274,285.4278,143.91731,304.37387,142.72966,332.18948,150.68967,249.00548,243.50072,159.62462,299.7332,223.34804,311.65692,271.60284,314.26733
00044.jpg,77.22699,43.02284,144.04951,55.83327,210.15564,75.75697,266.72714,96.971596,84.28311,66.47011,108.72643,74.09806,133.71303,83.3257,199.95831,102.88304,215.35265,106.65913,238.47902,114.6538,158.49295,158.80823,91.721695,184.28609,138.04935,203.88074,175.44632,209.49544
00045.jpg,117.37673,294.77097,352.4736,227.86858,542.527,203.43262,785.87177,173.61163,200.37369,346.06714,286.6818,309.6014,355.02112,320.38745,576.6014,301.93338,656.3617,250.84528,734.81445,259.30493,489.0592,503.1344,369.47083,675.1937,516.11115,663.98456,651.00024,626.4161
00046.jpg,96.53133,43.47879,161.02939,57.5818,221.2109,82.16049,291.23438,109.86178,101.24793,66.65956,124.04489,78.59532,147.7216,90.39411,214.84404,110.372536,232.85274,114.14576,255.26723,126.60759,152.59203,149.75157,104.43002,192.4914,135.0942,209.11856,179.64822,214.06033
00047.jpg,52.296852,77.599625,125.07337,56.090496,195.5168,56.058754,239.3155,64.91476,64.86138,97.1378,94.66566,97.3378,125.71212,96.3071,195.36998,97.969406,207.97903,96.24453,227.87238,97.06377,190.9978,143.45232,127.85851,213.34502,176.47876,207.1138,209.68741,207.33017
00048.jpg,35.842014,30.957464,72.19223,30.375711,103.380066,35.453747,128.44887,43.312737,41.97846,40.8111,53.658245,42.711136,67.93339,42.887,100.65491,51.069317,106.86508,49.89969,117.225235,53.557858,92.94471,77.17302,55.44567,100.49339,82.59083,106.129814,98.06816,108.18663
00049.jpg,14.6286545,7.9681654,23.516863,9.210851,33.520596,11.440948,42.2405,14.363423,14.495662,12.193685,18.52879,14.706879,21.610695,14.320288,33.361687,17.565992,35.676575,18.399063,38.346752,18.857119,26.127123,26.43622,16.629333,34.044792,22.800327,35.8044,28.412472,36.66056
00050.jpg,179.09381,506.49377,476.6542,406.5494,727.1783,315.62027,1056.6821,223.37779,277.96613,527.3167,392.1296,521.85004,482.9202,502.74136,784.6539,425.56525,872.11005,347.3094,959.26416,332.2767,746.8556,799.6949,562.5026,1013.6326,770.72363,1007.66144,937.786,877.35406
00051.jpg,50.619083,22.9007,80.495056,33.42161,111.20685,44.02473,148.77742,47.69558,54.04064,36.957935,65.57073,41.79047,75.73992,49.409595,111.40287,58.219513,125.47983,59.57306,135.51016,62.335545,76.04051,90.49476,54.79648,107.79816,70.7381,116.3142,97.941,116.01454
00052.jpg,37.88159,36.62328,73.76992,36.840763,114.006516,40.088703,148.39622,44.438644,45.071194,50.058697,60.032974,51.442238,73.196846,53.936806,113.639534,57.233356,126.58053,58.14226,138.99478,60.529316,92.15454,95.99241,60.868237,118.44662,88.32676,124.37741,114.047485,123.24836
00053.jpg,14.403978,10.893962,23.587729,11.607237,35.71583,11.8951025,47.633614,12.645243,15.379727,18.509998,19.799978,19.673735,22.933207,18.910969,37.422455,19.929546,41.46593,20.496923,45.753258,19.600737,25.658474,31.88844,21.694214,44.076263,27.375454,43.731926,34.99304,44.338737
00054.jpg,27.544329,37.315105,54.35482,36.987854,79.529495,32.408997,111.718666,26.22362,35.71809,46.76772,45.358845,45.498234,57.459473,47.753063,84.50681,43.205505,96.60879,39.31481,108.1252,40.49278,68.702576,85.1258,59.57806,104.75216,74.90391,106.96675,93.7329,99.13159
00055.jpg,33.018074,32.43334,61.34908,32.451283,86.236565,33.339603,119.898026,33.121956,38.90951,43.730335,51.51783,42.384083,61.347332,44.29222,91.39003,46.970016,104.77811,44.145042,115.23615,48.438343,70.09131,83.13836,54.304783,104.11605,70.88452,106.78114,91.3092,104.07412
00056.jpg,24.434221,26.387672,58.70628,27.444899,84.07304,32.111855,111.40863,32.652348,32.126232,35.34323,43.054142,36.14457,55.593624,38.419495,83.688576,42.77449,92.0502,40.37311,101.29819,44.17248,70.79203,68.2597,46.89219,86.491264,65.21405,89.708626,79.63642,87.84791
00057.jpg,76.56535,23.588345,120.12513,30.293497,151.26482,53.576694,169.62943,76.29338,71.59527,40.759758,89.84111,49.160786,106.389206,53.860092,142.8404,82.40867,147.23427,86.93572,156.04842,92.706085,125.42319,91.49498,73.49454,123.174355,95.89869,129.96628,112.735405,144.65402
00058.jpg,68.990395,142.55894,152.70944,102.052155,243.45953,86.88309,353.69983,97.146675,96.83888,157.31778,132.10754,147.5045,154.19737,143.6496,266.67538,133.715,295.81268,115.74899,324.70532,123.160126,229.3525,226.42099,160.56647,305.44492,235.28465,308.78644,300.40848,289.7461
00059.jpg,34.087852,33.645714,69.92051,34.885513,104.86382,39.31762,140.42415,39.74023,41.457706,46.62652,54.2843,47.655434,66.78592,51.0113,107.770195,54.015415,118.575356,52.92706,128.88701,54.205,86.14382,92.39331,57.393154,111.70514,81.70635,117.17218,102.842766,112.859436
00060.jpg,140.56435,110.42792,280.2205,114.30047,382.13675,136.58192,470.5297,144.40858,150.11218,161.91992,209.67038,170.09897,262.5831,168.07372,382.4937,195.84602,400.3854,190.01917,437.48602,199.69788,358.07147,311.62393,224.88829,408.2477,311.04233,406.05823,367.89166,409.48508
00061.jpg,112.70473,128.57812,237.07487,112.34537,365.22864,122.64125,522.6936,136.78198,140.48886,178.6572,184.21454,169.97456,228.37451,186.29976,390.4559,194.64743,434.48712,182.88179,478.5198,188.78322,280.84763,304.4966,206.67134,407.82556,279.2004,413.562,354.412,411.48874
00062.jpg,25.407465,92.9248,75.555305,65.09101,124.20156,51.045467,173.19234,38.086548,41.388012,100.1703,65.145744,91.15087,79.010635,91.81818,136.97478,72.113625,151.44441,61.09234,164.18272,56.162792,139.88907,123.88063,101.02814,168.08063,142.46426,158.06326,180.83305,136.39325
00063.jpg,257.36465,259.26572,522.36914,279.07126,758.3651,296.2309,989.15234,285.10562,314.90805,344.22195,403.26782,359.63428,499.08405,367.14133,762.0978,397.58783,855.8005,380.29358,930.3927,396.58127,649.58344,678.0955,430.36432,824.2269,608.62854,866.18115,766.82623,837.2644
00064.jpg,21.10318,24.272757,39.982597,17.01608,56.8818,12.96651,78.89538,12.132903,25.566084,30.040804,34.40555,27.0126,42.17129,25.263338,64.00337,24.943039,71.843094,21.62932,78.72836,22.509966,58.95737,43.390892,48.493046,69.48687,61.746243,65.87221,74.14815,64.96879
00065.jpg,151.74681,192.57803,264.43857,146.18631,404.14163,134.44444,590.87506,156.58138,180.74406,247.36798,236.13322,240.58344,262.47095,227.61581,446.06546,222.67679,492.13324,212.28238,534.6934,219.6291,329.2016,331.7699,253.54396,517.676,347.90585,498.65826,444.45694,501.7988
00066.jpg,43.074654,40.593487,93.88839,36.648796,136.00531,45.363983,180.79066,57.436436,50.603344,58.33494,68.39976,57.241894,87.973175,62.69561,137.43419,70.8691,148.61159,67.95795,165.60988,73.40322,110.950455,101.40499,77.46318,140.40431,103.09968,142.49834,124.70628,145.2686
00067.jpg,287.28915,197.12704,504.77676,220.36891,719.4365,251.09079,881.07806,270.4048,287.70367,296.2222,379.2842,317.36887,481.1753,329.52057,714.99475,371.0885,762.54755,373.3538,831.4255,378.2933,647.3913,616.3764,401.25876,774.4314,554.6074,785.1184,666.49457,801.9422
00068.jpg,25.943165,61.679714,71.710526,45.101456,108.73921,37.888336,141.81438,35.74163,38.33656,66.943245,54.497093,64.24822,71.14298,61.386147,110.0986,58.92628,117.70642,49.45296,131.10544,49.461143,116.01401,92.83674,76.29494,130.283,110.02857,126.75371,129.22533,121.647545
00069.jpg,49.52756,42.73117,92.95836,50.20345,134.85074,54.502254,183.40768,54.455288,59.199436,55.60271,72.303925,58.149742,91.08069,65.96024,136.70288,68.63459,151.3492,66.27447,166.99348,69.71132,107.7761,127.26677,76.35647,142.83356,104.32606,156.0542,130.72244,147.90399
00070.jpg,39.157753,30.264753,84.86923,36.816277,119.92086,43.623127,146.52461,46.59966,44.679504,44.453598,59.5385,46.303257,79.01481,49.44139,112.55355,57.705467,123.80087,58.851025,135.76942,61.991203,106.27832,88.83413,62.059376,113.89321,91.69348,119.08363,107.36887,121.71199
00071.jpg,25.642252,92.81403,76.584274,65.6164,125.84585,51.721928,174.4776,40.234074,41.113632,100.11129,64.94001,91.19434,79.73167,92.01066,137.19286,73.005516,150.85912,61.523,165.01555,57.073414,141.06372,125.537605,100.58422,168.00827,142.33586,158.48053,179.69121,138.1198
00072.jpg,34.54403,68.830154,79.518105,55.26937,116.88542,45.75686,162.58548,35.654575,48.189327,77.45215,63.617027,73.714,81.66801,73.99574,127.21144,65.237015,137.72342,55.37871,151.30083,54.12832,121.35929,119.951744,92.44603,158.58093,123.60495,156.39034,146.0356,142.31003
00073.jpg,114.81902,256.89078,198.49995,156.06447,311.34793,104.83049,498.62924,105.21768,142.20164,285.10248,210.69205,270.11322,214.95186,252.47038,363.17355,209.3323,417.98932,176.52275,462.64087,172.1465,267.2536,276.66284,268.50574,510.81873,320.4182,445.65732,446.60718,430.92432
00074.jpg,39.49171,31.818682,68.6724,30.873995,102.48048,35.468964,134.02,38.635395,45.953686,43.361702,58.75641,46.484913,68.95863,48.030296,105.9956,54.650402,114.42447,53.213734,124.983444,55.40302,80.37107,93.42036,56.665283,111.372215,77.28451,116.91573,100.63294,116.355515
00075.jpg,94.537865,357.23053,258.37234,289.20654,393.1835,218.76259,561.2931,135.40306,157.68803,371.33762,204.94135,343.81265,268.77673,343.52548,433.35806,267.68954,479.4452,209.9462,529.9586,188.89322,445.10486,498.10507,363.5206,627.4842,471.8704,610.7069,547.74097,516.95856
00076.jpg,43.702644,44.41466,106.76955,45.045483,160.9203,55.641148,213.72845,62.90335,56.660484,62.027184,78.13339,65.304054,100.9024,70.84024,157.02142,81.26349,172.18797,78.44348,192.29709,84.27301,123.17053,122.87346,81.50311,156.2837,113.182556,162.68866,140.58568,164.36795
00077.jpg,34.21384,49.67824,92.759415,39.081493,152.57407,44.528694,195.98741,56.486053,45.95895,63.509438,68.02045,67.52067,92.38989,70.740746,146.28642,75.8587,151.89961,74.68194,173.06767,76.320496,124.00949,111.19057,81.25661,150.70844,114.61983,152.46089,136.42186,156.58884
00078.jpg,21.513563,18.922712,42.461334,21.345634,59.701412,23.307487,80.37808,22.755278,24.847439,25.113302,31.999735,26.650606,41.010303,29.106237,61.49762,30.88341,66.747314,29.13195,73.80515,30.525806,50.406036,57.414505,36.934334,65.974594,47.872902,70.247795,57.539646,66.10591
00079.jpg,26.138582,28.921648,50.735786,22.989582,73.3957,23.396572,98.929726,26.345495,32.148792,36.22992,41.83604,37.00248,51.256573,36.047306,77.10205,40.647312,82.80826,36.778725,91.973946,39.640533,61.543102,64.28267,47.15977,87.98593,60.52433,87.96492,72.958466,89.51426
00080.jpg,440.9053,185.57335,744.23694,217.2927,999.1995,351.55856,1279.5212,527.73004,453.57812,295.905,570.60767,313.40503,662.1183,365.72174,954.3116,515.47156,1060.0259,530.6652,1147.5669,605.55316,728.1104,575.0736,414.1087,830.83496,598.3851,889.7593,802.34955,983.8319
00081.jpg,14.213545,21.173563,32.344067,18.382036,49.40929,17.137636,63.141632,14.608909,18.097668,25.451569,25.241867,25.115808,33.17528,26.056807,50.13275,25.143845,54.23415,24.067911,59.293396,23.391079,48.232956,45.40243,32.28129,57.22677,45.62577,57.60426,53.654858,54.999313
00082.jpg,16.825768,45.260303,47.579987,39.863625,76.69573,34.775303,102.34979,25.6939,26.280989,50.452724,37.939114,50.975235,48.22066,50.659428,78.11127,44.46782,85.93934,39.73499,94.91582,37.35878,74.06679,80.388824,52.4724,93.27339,73.35465,93.6769,90.39107,83.2365
00083.jpg,58.723305,141.8152,107.41063,85.32023,179.8775,62.622437,285.01346,70.81673,82.59224,160.2659,107.96895,140.0658,118.25099,142.596,205.0321,114.67625,228.06882,98.64481,255.57558,95.81609,152.55702,135.24194,143.4034,260.81314,182.86069,226.89719,242.10919,230.1011
00084.jpg,263.77206,202.96286,489.70013,195.66472,675.5398,230.5837,824.43726,273.56335,288.58395,269.98572,369.68042,281.01755,467.15735,286.77646,666.93286,343.1997,709.8775,335.57654,768.6547,361.77798,631.0685,509.08142,386.27847,689.90326,544.7384,706.17584,647.9955,728.8411
00085.jpg,32.307365,31.012503,66.38097,28.34793,99.80328,33.772717,132.69836,40.15844,41.118874,42.24985,52.158836,43.182823,63.5336,44.494957,101.5444,50.748127,110.040375,49.406746,120.10909,52.66718,79.94242,76.11327,52.844536,101.14434,76.26962,105.600914,95.387566,106.61374
00086.jpg,23.222857,27.654879,51.49382,27.36219,78.114105,29.27152,104.990654,30.055534,29.733948,36.46709,40.778984,35.880253,48.02665,37.544216,77.35479,40.41759,88.54944,39.427586,96.83584,39.761032,62.845184,63.9003,39.400436,79.26131,60.955605,83.606575,78.887856,81.333206
00087.jpg,32.11926,53.023148,77.31947,44.578583,121.986015,43.52537,157.4942,40.966824,44.66113,65.55284,61.426846,67.10374,73.25417,62.45584,126.22534,62.87883,138.34927,59.37821,147.68256,57.85934,116.67568,103.94132,73.23155,134.97458,111.82509,137.80089,141.1565,128.26248
00088.jpg,57.758812,51.991474,110.80565,55.301132,162.06827,61.07604,210.69527,61.234936,68.5103,68.984955,85.766884,74.67424,106.73078,78.46202,164.6373,86.03105,177.14973,81.97018,194.01915,83.1243,135.41298,150.81978,92.69276,174.7306,127.02152,186.31,156.79466,179.19034
00089.jpg,40.04343,115.67024,110.65788,82.52062,165.10017,64.074265,242.55748,46.83943,69.74786,130.32614,97.45731,115.1776,117.65122,114.88352,183.3396,97.40102,213.74759,85.18271,232.19601,84.26279,160.87877,155.59435,141.30943,241.92671,186.04164,231.7843,227.89938,209.39267
00090.jpg,37.85031,93.631294,105.50187,82.02265,163.45113,71.80439,224.15338,52.5454,55.85491,102.57806,82.020805,97.086876,102.105125,101.99817,165.58916,90.22809,187.03088,78.19773,204.58212,72.505585,165.63924,165.39758,102.106804,197.31412,158.06488,199.85017,198.81934,177.62924
00091.jpg,49.276165,23.795115,83.481064,36.06211,119.69163,55.863457,160.40616,82.555405,48.778664,43.868626,62.2673,47.64266,72.09885,56.682224,113.373245,78.19662,126.49686,82.751564,139.19374,89.25251,67.831276,93.00798,33.053127,112.54982,54.595985,130.30522,82.14639,140.37305
00092.jpg,28.353458,14.540028,47.355824,19.784342,67.29835,25.35194,86.3595,28.56553,29.96431,24.093542,37.75114,26.938753,44.14534,30.11353,66.97501,35.27762,75.49349,37.585777,81.12976,38.15272,48.43529,55.62669,34.257168,65.97641,45.818657,72.095474,60.371197,70.65844
00093.jpg,82.955414,36.8765,136.90768,50.51902,192.33592,74.143616,249.8164,94.827736,87.87309,58.134144,112.080536,67.4631,128.30379,79.30873,188.44139,100.97607,204.39207,103.106125,225.46518,112.16725,129.42952,154.87436,86.78825,168.78241,116.877266,189.43166,162.25256,190.95222
